,name_e,id,name,p_img,p_name,p_tooltip,q_img,q_name,q_cool,q_cost,q_range,q_tooltip,w_img,w_name,w_cool,w_cost,w_range,w_tooltip,e_img,e_name,e_cool,e_cost,e_range,e_tooltip,r_img,r_name,r_cool,r_cost,r_range,r_tooltip
129,TwistedFate,4,트위스티드 페이트,TwistedFate_Passive.png,사기 주사위,트위스티드 페이트는 유닛을 하나 처치할 때마다 '행운'의 주사위를 굴려 1에서 6까지의 골드를 추가로 얻습니다.,TwistedFateQ.png,와일드 카드,"[6, 6, 6, 6, 6]",60/70/80/90/100,10000,트위스티드 페이트가 카드 세 장을 던져 각각 ?의 마법 피해를 입힙니다.,TwistedFateW.png,카드 뽑기,"[8, 7.5, 7, 6.5, 6]",40/55/70/85/100,200,트위스티드 페이트가 덱을 섞고 재사용하면 세 카드 중 하나를 정해 다음 기본 공격을 강화합니다.푸른색 카드는 ?의 마법 피해를 입히고 마나를 ? 회복시킵니다.붉은색 카드는 주변 적에게 ?의 피해를 입히고 2.5초 동안 ?% 둔화시킵니다.황금색 카드는 ?의 피해를 입히고 ?초 동안 기절시킵니다.,TwistedFateE.png,속임수 덱,"[0, 0, 0, 0, 0]",0,0,기본 지속 효과: 4번째 기본 공격마다 ?의 마법 피해를 추가로 입힙니다.또한 공격 속도가 ?% 증가합니다.,TwistedFateR.png,운명,"[180, 150, 120]",100,5500,트위스티드 페이트가 카드에 집중하여 ?초 동안 맵에 있는 모든 적 챔피언에 대한 절대 시야를 얻고 해당 스킬을 재사용할 수 있습니다.재사용 시: 트위스티드 페이트가 최대 ?의 거리만큼 순간이동합니다.
130,Twitch,29,트위치,Twitch_Passive.png,맹독,트위치의 기본 공격은 대상을 중독시켜 초당 고정 피해를 입힙니다.,TwitchQ.png,매복,"[16, 16, 16, 16, 16]",40,20,트위치가 위장 상태에 돌입해 ?초 동안 이동 속도가 ?% 증가합니다. 트위치를 볼 수 없는 적 챔피언 근처에서는 이동 속도가 ?%까지 증가합니다. 위장이 끝나면 ?초 동안 트위치의 공격 속도가 ?% 증가합니다.독에 중독된 적 챔피언이 죽으면 이 스킬의 재사용 대기시간이 초기화됩니다.,TwitchW.png,독약 병,"[13, 12, 11, 10, 9]",70,950,트위치가 독약 병을 던져 맞힌 모든 적에게 맹독을 중첩시키고 ?초 동안 지속되는 독구름을 남깁니다.독구름 안의 적은 이동 속도가 ?% 감소하고 매초 맹독 중첩이 쌓입니다.,TwitchE.png,오염,"[12, 11, 10, 9, 8]",50/60/70/80/90,1200,맹독에 감염된 주위 적 모두에게 ?의 물리 피해를 입히고 추가적으로 중첩된 맹독 하나당 ?의 물리 피해와 ?의 마법 피해를 입힙니다.중첩 최대 피해량: ?의 물리 피해와 ?의 마법 피해,TwitchR.png,무차별 난사,"[90, 90, 90]",100,1200,"트위치가 석궁을 꺼내 ?초 동안 공격 사거리가 ?, 공격력이 ? 증가하며 기본 공격은 적을 관통합니다. 이 공격은 통과하는 모든 적에게 적중하지만 한 번 관통할 때마다 피해량이 ?%씩 감소됩니다. 피해량은 최소 ?%까지 내려갑니다."
131,Udyr,77,우디르,Udyr_Passive.png,원숭이의 민첩성,스킬 사용 후 우디르의 이동 속도와 공격 속도가 중첩되어 증가합니다. 우디르는 4가지 기본 스킬을 통해 태세를 변환합니다. 태세를 변환하면 즉시 이전 태세의 기본 지속 효과와 적중 시 효과가 사라집니다.,UdyrQ.png,호랑이 태세,"[6, 6, 6, 6, 6, 6]",45,600,"태세: 우디르가 다음 기본 공격 시, 그리고 이후 세 번째 기본 공격 시마다 호랑이의 일격을 가해 ?초에 걸쳐 ?의 물리 피해를 입힙니다. 같은 대상에게 다시 호랑이의 일격을 가하면 효과를 초기화하며 남은 지속 피해량을 한 번에 입힙니다.사용 시: ?초 동안 우디르의 공격 속도가 ?% 증가합니다.",UdyrW.png,거북이 태세,"[6, 6, 6, 6, 6, 6]",45,600,"태세: 우디르가 다음 기본 공격 시, 그리고 이후 세 번째 기본 공격 시마다 ?의 체력을 회복합니다. 체력 회복량은 우디르가 잃은 체력에 비례해 ?까지 증가합니다.사용 시: 우디르가 ?초 동안 ?의 피해를 흡수하는 보호막을 얻습니다.",UdyrE.png,곰 태세,"[6, 6, 6, 6, 6, 6]",45,600,"태세: 우디르가 기본 공격 시 대상이 ?초 동안 기절합니다. 이 효과는 ?초 안에 같은 대상에게 다시 적용되지 않습니다.사용 시: ?초 동안 우디르의 이동 속도가 ?% 증가하며, 이동 시 유닛을 통과합니다.",UdyrR.png,불사조 태세,"[6, 6, 6, 6, 6, 6]",45,325,"태세: 우디르가 다음 기본 공격 시, 그리고 이후 세 번째 기본 공격 시마다 대상을 향해 불꽃을 내뿜어 ?의 마법 피해를 입힙니다.사용 시: 우디르가 요동치는 불꽃을 발사해 주변 적에게 ?초 동안 매초 ?의 마법 피해를 입힙니다."
132,Urgot,6,우르곳,Urgot_Passive.png,화염의 메아리,우르곳은 기본 공격과 심판의 원으로 다리에서 불꽃을 발사해 물리 피해를 입힙니다.,UrgotQ.png,부식성 폭약,"[10, 9.5, 9, 8.5, 8]",70,800,우르곳이 부식성 폭약을 발사하여 ?의 물리 피해를 입히고 ?초 동안 ?% 둔화시킵니다.,UrgotW.png,심판의 원,"[12, 9, 6, 3, 0]",40/30/20/10/0,490,기본 지속 효과: 우르곳의 다른 스킬이 마지막으로 적중한 챔피언에게 5초 동안 표식을 남깁니다.사용 시: 우르곳이 표식이 남은 적을 우선으로 가장 가까운 적에게 기관총을 발사합니다. 초당 ?회 공격하여 사격 1회당 ?의 물리 피해를 입힙니다. 우르곳은 사격 시 이동할 수 있으며 둔화 저항이 ?% 증가하지만 이동 속도가 ? 감소합니다.스킬 레벨을 끝까지 올리면 스킬이 무한히 지속되며 활성화 상태를 전환할 수 있습니다.,UrgotE.png,경멸,"[16, 15.5, 15, 14.5, 14]",60/70/80/90/100,475,우르곳이 전방으로 돌진하며 ?초 동안 ?의 피해를 흡수하는 보호막을 얻습니다. 처음 적중한 챔피언은 기절하며 우르곳이 뒤로 던집니다. 우르곳과 충돌하는 모든 적은 ?의 물리 피해를 입습니다.,UrgotR.png,불사의 공포,"[100, 85, 70]",100,2500,"우르곳이 마공학 송곳 섬광탄을 발사하여 섬광탄이 처음 적중한 챔피언에게 꽂힙니다. 섬광탄은 ?의 물리 피해를 입히며, ?초 동안 잃은 체력 1%당 1%씩 최대 ?% 둔화시킵니다.대상의 체력이 ?% 이하로 떨어지면 우르곳이 스킬을 재사용하여 대상을 제압하고 자신에게 끌어당깁니다. 우르곳 앞에 도착한 대상은 처치되며 주변 적은 ?초 동안 공포에 빠집니다."
133,Varus,110,바루스,Varus_Passive.png,죽지 않는 복수심,적을 처치하거나 어시스트를 올리면 잠시 바루스의 공격 속도가 상승합니다. 챔피언을 처치한 경우 공격 속도가 더 큰 폭으로 상승합니다.,VarusQ.png,꿰뚫는 화살,"[16, 15, 14, 13, 12]",65/70/75/80/85,925,충전 시작 시: 바루스가 다음 화살을 조준하며 ?% 둔화됩니다. ?초가 경과한 후 쏘지 않으면 바루스가 스킬을 취소하고 소모한 마나의 ?%를 돌려받습니다.발사 시: 바루스가 화살을 발사하여 ?의 물리 피해를 입힙니다. 관통당한 적 하나당 ?%씩 피해량이 감소합니다. (최소 ?%) 피해량과 역병 폭발 효과는 충전 시간에 비례해 최대 ?%까지 증가합니다. (최대 ?),VarusW.png,역병 화살,"[40, 40, 40, 40, 40]",0,750,기본 지속 효과: 바루스의 기본 공격이 ?의 마법 피해를 추가로 입히고 ?초 동안 역병 중첩을 적용합니다. (최대 ?회 중첩)바루스가 다른 스킬을 사용해 역병 중첩을 폭발시키면 중첩 횟수당 최대 체력의 ?에 해당하는 마법 피해를 입힙니다. (최대 피해량: 최대 체력의 ?) 챔피언과 에픽 몬스터를 대상으로 역병을 폭발시키면 기본 스킬의 재사용 대기시간이 중첩 횟수당 최대 재사용 대기시간의 ?%만큼 감소합니다.사용 시: 다음 꿰뚫는 화살 스킬이 잃은 체력의 ?에 해당하는 마법 피해를 추가로 입힙니다. 피해량은 충전 시간에 비례하여 잃은 체력의 ?까지 증가합니다.,VarusE.png,퍼붓는 화살,"[18, 16, 14, 12, 10]",80,925,바루스가 화살을 비처럼 쏟아부어 ?의 물리 피해를 입히고 ?초 동안 지면을 오염시켜 적을 ?% 둔화시키며 ?%의 고통스러운 상처를 적용합니다.,VarusR.png,부패의 사슬,"[100, 80, 60]",100,1300,"바루스가 부패의 촉수를 발사해 처음 맞은 챔피언을 ?초 동안 속박하고 ?의 마법 피해를 입힙니다. 속박된 적은 지속시간에 걸쳐 역병 중첩이 ?회 쌓입니다.촉수는 대상으로부터 감염되지 않은 적 챔피언에게 뻗어 나가, 닿은 적에게 동일한 양의 피해를 입히고 속박합니다."
134,Vayne,67,베인,Vayne_Passive.png,어둠 사냥꾼,베인이 악당을 무자비하게 사냥합니다. 적 챔피언에게 접근할 때 이동 속도가 30 증가합니다.,VayneQ.png,구르기,"[4, 3.5, 3, 2.5, 2]",30,300,베인이 짧은 구르기를 합니다. 이후 기본 공격을 하면 ?의 물리 피해를 추가로 입힙니다.이 스킬은 피해를 입힐 때 효과가 발동합니다.,VayneW.png,은화살,"[0, 0, 0, 0, 0]",0,750,기본 지속 효과: 적에게 세 번 기본 공격 또는 스킬이 적중할 때마다 대상 최대 체력의 ?%에 해당하는 고정 피해를 추가로 입힙니다.,VayneE.png,선고,"[20, 18, 16, 14, 12]",90,550,베인이 볼트를 발사하여 대상을 뒤로 날려보내고 ?의 물리 피해를 입힙니다. 지형에 부딪힌 대상은 ?의 추가 물리 피해를 입고 ?초 동안 기절합니다. ,VayneR.png,결전의 시간,"[100, 85, 70]",80,1,"베인이 ?초 동안 ?의 공격력을 얻습니다. 적 챔피언이 베인에게 피해를 입고 ?초 안에 죽으면 지속시간이 ?초 늘어납니다. 또한 스킬이 지속되는 동안 어둠 사냥꾼 효과가 강화되어 이동 속도가 ? 증가합니다.구르기의 재사용 대기시간이 ?% 감소하며, 구르기를 사용하면 ?초 동안 투명 상태가 됩니다."
135,Veigar,45,베이가,Veigar_Passive.png,극악무도,룬테라에서 가장 강력한 악의 원천인 베이가는 점점 더 강해지고 있습니다. 적 챔피언에게 스킬을 적중시키거나 처치에 관여할 때마다 주문력이 영구적으로 증가합니다.,VeigarQ.png,사악한 일격,"[7, 6.5, 6, 5.5, 5]",30/35/40/45/50,900,"베이가가 암흑의 에너지 줄기를 쏟아내어 처음 맞는 두 명의 적에게 ?의 마법 피해를 입힙니다.베이가가 이 스킬로 적을 하나 처치할 때마다 극악 중첩이 1 쌓입니다. 챔피언, 대형 미니언, 대형 정글 몬스터의 경우 중첩이 2 쌓입니다.",VeigarW.png,암흑 물질,"[0, 0, 0, 0, 0]",60/65/70/75/80,900,베이가가 하늘에서 암흑 물질을 소환해 ?의 마법 피해를 입힙니다.극악이 50번 중첩될 때마다 이 스킬의 재사용 대기시간이 10%씩 감소합니다.,VeigarE.png,사건의 지평선,"[18, 16.5, 15, 13.5, 12]",70/75/80/85/90,725,베이가가 공간의 가장자리를 왜곡해 지나가는 적을 ?초 동안 기절시키는 감옥을 생성합니다. 감옥은 3초 동안 유지됩니다.,VeigarR.png,태초의 폭발,"[120, 90, 60]",100,650,베이가가 적 챔피언에게 태초의 마법을 날려 ?~?의 마법 피해를 입힙니다. 피해량은 대상이 잃은 체력에 비례합니다. 체력이 33% 밑으로 떨어진 적에게 피해가 극대화됩니다.
136,Velkoz,161,벨코즈,Velkoz_Passive.png,유기물 분해,벨코즈가 스킬을 적중시키면 대상에게 유기물 분해 중첩이 쌓입니다. 3회 중첩 시 대상은 큰 고정 피해를 입습니다.,VelkozQ.png,플라즈마 분열,"[7, 7, 7, 7, 7]",40/45/50/55/60,1050,"벨코즈가 플라즈마 광선을 발사해 ?의 마법 피해를 입히고 ?% 둔화시킵니다. 둔화 효과는 ?초에 걸쳐 사라집니다. 사거리 끝에 도달하거나, 대상을 맞히거나, 광선을 재사용하면 새로운 두 개의 광선이 90도 각도로 갈라져 발사됩니다.플라즈마 분열로 유닛 처치 시 마나를 ? 회복합니다.",VelkozW.png,공허 균열,"[1.5, 1.5, 1.5, 1.5, 1.5]",50/55/60/65/70,1050,벨코즈가 공허로 통하는 균열을 열어 ?의 마법 피해를 입힙니다. 이후 균열이 폭발하며 ?의 마법 피해를 입힙니다.이 스킬은 2회까지 충전됩니다. (?초마다 충전),VelkozE.png,지각 붕괴,"[16, 15, 14, 13, 12]",50/55/60/65/70,810,벨코즈가 가까운 지면을 붕괴시켜 폭발을 일으키며 ?초 동안 공중으로 띄워 올리고 ?의 마법 피해를 입힙니다. 벨코즈와 가까이 있는 적은 공중으로 떠오르는 대신 뒤로 밀려납니다.,VelkozR.png,생물 분해 광선,"[120, 100, 80]",100,1575,벨코즈가 정신을 집중하여 마우스 커서를 따라가는 에너지 광선을 발사합니다. 이때 2.5초에 걸쳐 총 ?의 마법 피해를 입히고 ?% 둔화시킵니다. 최근 유기물 분해 스킬로 피해를 입은 적에게는 고정 피해를 입힙니다.광선에 맞은 적에게는 주기적으로 분해 중첩이 쌓입니다.
137,Vex,711,벡스,Vex_Passive.png,파멸과 우울,벡스가 주기적으로 강화 상태가 되어 다음 기본 스킬로 적 챔피언을 공포에 빠뜨리고 돌진을 방해합니다. 주변 적이 돌진할 때마다 벡스가 적에게 표식을 남깁니다. 표식을 소모해 추가 피해를 입힐 수 있으며 강화 상태의 재사용 대기시간이 감소합니다.,VexQ.png,안개 화살,"[9, 8, 7, 6, 5]",45/50/55/60/65,1200,벡스가 ?의 마법 피해를 입히는 안개 파동을 발사합니다. 잠시 후 파동의 크기가 작아지고 속도는 빨라집니다.적에게 적중하면 우울을 소모합니다.,VexW.png,거리 두기,"[20, 18, 16, 14, 12]",75,475,벡스가 ?초 동안 ?의 피해를 흡수하는 보호막을 얻고 ?의 마법 피해를 입히는 충격파를 방출합니다.적에게 적중하면 우울을 소모합니다.,VexE.png,커지는 어둠,"[13, 13, 13, 13, 13]",70/80/90/100/110,800,벡스가 지정한 위치로 그림자가 날아가도록 명령합니다. 그림자는 날아가는 동안 크기가 커집니다. 도착 시 ?의 마법 피해를 입히고 ?초 동안 ?% 둔화시킵니다.적중한 적에게 우울을 적용합니다.,VexR.png,그림자 파동,"[140, 120, 100]",100,2000/2500/3000,"그림자가 격렬하게 전방으로 돌진합니다. 그림자는 ?의 마법 피해를 입히고 첫 번째로 적중한 적 챔피언에게 4초 동안 표식을 남깁니다.재사용 시: 표식이 남은 챔피언에게 돌진하여 도착 시 ?의 마법 피해를 입힙니다.표식이 남은 챔피언이 이 스킬로 피해를 입은 뒤 ?초 이내에 사망할 경우, 이 스킬의 재사용 대기시간이 일시적으로 초기화됩니다."
138,Vi,254,바이,Vi_Passive.png,폭발 보호막,바이는 시간이 흐르면 보호막이 1회 충전됩니다. 이 보호막은 적을 스킬로 적중시키면 활성화됩니다.,ViQ.png,금고 부수기,"[12, 10.5, 9, 7.5, 6]",50/60/70/80/90,250,충전 시작: 바이가 강력한 한 방을 충전하며 ?% 둔화됩니다.돌진: 바이가 전방으로 돌진하며 부딪친 모든 적에게 충전 시간에 비례해 ?~?의 물리 피해를 입히고 찌그러뜨리기 효과를 적용합니다. 적 챔피언과 충돌하면 멈추면서 적을 뒤로 밀어냅니다.,ViW.png,찌그러뜨리기,"[0, 0, 0, 0, 0]",0,750,기본 지속 효과: 같은 대상에게 기본 공격을 3번 가할 때마다 대상 최대 체력의 ?에 해당하는 물리 피해를 추가로 입히고 ?초간 대상의 방어력을 ?% 낮추며 바이의 공격 속도가 ?% 상승합니다. 또한 폭발 보호막의 재사용 대기시간이 3초 감소합니다.,ViE.png,끈질긴 힘,"[1, 1, 1, 1, 1]",26/32/38/44/50,400,바이의 다음 기본 공격이 대상과 그 뒤의 적들에게 ?의 물리 피해를 입힙니다.이 스킬은 2회까지 충전됩니다. (?초마다 충전),ViR.png,정지 명령,"[120, 100, 80]",100/125/150,800,"바이가 적 챔피언 한 명을 추격하면서 위치를 드러냅니다. 추격 중인 바이는 멈출 수 없으며, 닿는 순간 ?초 동안 공중으로 띄워 올리고 ?의 물리 피해를 입힙니다.중간에 바이와 부딪히는 적들은 옆으로 밀려나며 피해를 입고, ?초 동안 기절합니다."
139,Viego,234,비에고,Viego_Passive.png,군주의 지배,비에고 앞에서 쓰러지는 적은 망령이 됩니다. 망령을 공격하면 비에고가 일시적으로 죽은 적의 몸을 지배하며 대상 최대 체력의 일부만큼 체력을 회복하고 대상의 기본 스킬과 아이템을 사용할 수 있습니다. 적의 궁극기는 제외되는 대신 자신의 궁극기를 비용 소모 없이 한 번 사용할 수 있습니다.,ViegoQ.png,몰락한 왕의 검,"[5, 4.5, 4, 3.5, 3]",0,600, 기본 지속 효과: 비에고의 기본 공격이 추가로 대상 현재 체력의 ?에 해당하는 물리 피해를 입힙니다. 최근 비에고의 스킬에 피해를 입은 적들을 처음 공격하면 추가 공격을 가하여 ?의 물리 피해를 입히고 가한 피해량의 ?%를 회복합니다. 추가 효과는 지배 중에도 유지됩니다.사용 시: 비에고가 전방을 찔러 ?의 물리 피해를 입힙니다.,ViegoW.png,망령의 나락,"[8, 8, 8, 8, 8]",0,400,충전 시작: 비에고가 안개를 불러모으며 ?% 둔화됩니다.안개 구체 발사 시: 비에고가 전방으로 돌진하며 응축된 안개를 발사합니다. ?의 마법 피해를 입히고 처음으로 적중한 적을 충전 시간에 비례하여 ?~?초 동안 기절시킵니다.,ViegoE.png,안개의 길,"[14, 12, 10, 8, 6]",0,750,"비에고가 전방으로 망령을 보내 처음으로 적중한 지형을 ?초 동안 안개로 둘러쌉니다. 비에고가 안개 속에서 위장 효과를 얻고 이동 속도가 ?, 공격 속도가 ?% 증가합니다.",ViegoR.png,심장 파괴자,"[120, 100, 80]",0,500,비에고가 현재 지배 중인 영혼을 버리고 순간이동합니다. 대상에 다다르면 남은 체력 비율이 가장 낮은 챔피언을 공격해 잠시 동안 ?% 둔화시키고 ?+잃은 체력의 ?%에 해당하는 물리 피해를 입힙니다. 주변의 다른 적들은 밀려나며 ?의 물리 피해를 입습니다.
140,Viktor,112,빅토르,Viktor_Passive.png,영광스러운 진화,빅토르는 적을 상대로 킬을 달성하면 기본 스킬을 증강할 수 있습니다.,ViktorQ.png,힘의 흡수,"[9, 8, 7, 6, 5]",45/50/55/60/65,600,빅토르가 적에게 폭발을 일으켜 ?의 마법 피해를 입히며 ?초 동안 ?의 피해를 흡수하는 보호막을 얻습니다.3.5초 안에 기본 공격 시 ?의 마법 피해를 추가로 입힙니다.업그레이드 시: ?초 동안 ?의 피해를 흡수하는 보호막을 얻고 이동 속도가 ?% 증가합니다.,ViktorW.png,중력장,"[17, 16, 15, 14, 13]",65,800,빅토르가 중력장 감옥 장치를 배치해 ?초 동안 안에 있는 적을 ?% 둔화시킵니다. 안에 1.5초 동안 있는 적은 ?초 동안 기절합니다.업그레이드한 기본 지속 효과: 빅토르의 기본 스킬이 1초 동안 ?% 둔화시킵니다.,ViktorE.png,죽음의 광선,"[12, 11, 10, 9, 8]",70/80/90/100/110,525,빅토르가 선택한 방향으로 죽음의 광선을 발사하여 적중한 적에게 ?의 마법 피해를 입힙니다.업그레이드 시: 죽음의 광선을 따라 여진이 일어나며 ?의 마법 피해를 입힙니다.,ViktorR.png,혼돈의 폭풍,"[120, 100, 80]",100,700,빅토르가 일정 지역에 ?초 동안 혼돈의 폭풍을 일으켜 ?의 마법 피해를 입힌 후 주변 적에게 초당 ?의 마법 피해를 입힙니다. 폭풍은 최근 피해를 입힌 챔피언을 자동으로 따라갑니다.재사용 시: 빅토르가 직접 폭풍을 움직입니다.업그레이드: 폭풍이 ?% 더 빠르게 이동합니다.
141,Vladimir,8,블라디미르,Vladimir_Passive.png,핏빛 계약,"블라디미르는 추가 체력 30당 1의 주문력을 얻으며, 주문력 1당 1.6의 체력을 얻습니다. (이 효과는 서로 중첩되지 않습니다.)",VladimirQ.png,수혈,"[9, 7.9, 6.8, 5.7, 4.6]",0,600,블라디미르가 대상의 체력을 흡수하며 ?의 마법 피해를 입히고 ?의 체력을 회복합니다. 스킬을 두 번 사용한 뒤에는 0.5초 동안 이동 속도가 10% 증가하며 ?초 안에 이 스킬을 다시 사용하면 스킬이 강화됩니다.강화된 스킬을 사용하면 ?의 마법 피해를 입히며 ?+잃은 체력의 ?만큼 추가로 회복합니다.,VladimirW.png,피의 웅덩이,"[28, 25, 22, 19, 16]",0,350,블라디미르가 2초 동안 피의 웅덩이로 변하며 대상으로 지정할 수 없는 유체화 상태가 되고 이동 속도가 37.5% 증가했다가 1초에 걸쳐 원래대로 돌아옵니다. 웅덩이에 있는 적은 ?% 둔화됩니다.블라디미르는 웅덩이 위에 있는 적에게 지속시간 동안 ?의 마법 피해를 입히고 피해량의 ?%만큼 체력을 회복합니다.,VladimirE.png,선혈의 파도,"[13, 11, 9, 7, 5]",0,600,충전 시작: 블라디미르가 체력을 ?까지 희생해 피의 웅덩이를 채웁니다. 웅덩이가 가득 차면 블라디미르의 이동 속도가 20% 둔화됩니다.발사: 주변의 적에게 투사체를 급류처럼 방출해 충전 시간에 비례하여 ?~?의 마법 피해를 입힙니다. 스킬을 1초 이상 충전했을 경우 대상을 0.5초 동안 ?% 둔화시킵니다.,VladimirR.png,혈사병,"[120, 120, 120]",0,625,"블라디미르가 혈사병을 일으켜 ?초 동안 감염된 적이 받는 모든 피해를 ?% 증가시킵니다. 감염된 적은 이 효과가 끝나면 ?의 마법 피해를 입습니다. 블라디미르는 적 챔피언을 맞히면 ?의 체력을 회복하고, 이후 추가로 적 챔피언을 맞힐 때마다 ?의 체력을 더 회복합니다."
142,Volibear,106,볼리베어,Volibear_Passive.png,무자비한 폭풍,볼리베어가 기본 공격을 하거나 스킬을 사용하면 공격 속도가 증가하며 최대 중첩 상태에서 공격 시 주변 적들에게 추가 마법 피해를 입힙니다.,VolibearQ.png,번개 강타,"[14, 13, 12, 11, 10]",50,300,"?초 동안 볼리베어의 이동 속도가 ? 증가합니다. 적 챔피언을 향해 이동 시에는 이동 속도 증가량이 두 배로 늘어 ?까지 증가합니다. 스킬이 활성화된 동안 다음 기본 공격 시 ?의 물리 피해를 입히고 ?초 동안 기절시킵니다.볼리베어가 대상을 기절시키기 전에 이동 불가 효과를 받으면 스킬이 끝나지만, 볼리베어가 분노하여 재사용 대기시간이 초기화됩니다.",VolibearW.png,광란의 상처,"[5, 5, 5, 5, 5]",30/35/40/45/50,325,볼리베어가 적을 공격하여 ?의 물리 피해를 입히고 ?초 동안 표식을 남깁니다.표식이 남은 대상에게 이 스킬을 사용하면 피해가 ?까지 증가하며 볼리베어가 ?+잃은 체력의 ?만큼 체력을 회복합니다.,VolibearE.png,천공 분열,"[15, 15, 15, 15, 15]",60,1200,볼리베어가 뇌운을 소환해 번개를 내리쳐 ?+대상 최대 체력의 ?%에 해당하는 마법 피해를 입히고 ?초 동안 ?% 둔화시킵니다.볼리베어가 폭발 지역 안에 있으면 ?초 동안 ?+최대 체력의 ?%에 해당하는 보호막을 얻습니다.,VolibearR.png,폭풍을 부르는 자,"[160, 140, 120]",100,550,"볼리베어가 변신 후 지정한 위치로 도약합니다. ?초 동안 체력이 ?, 공격 사거리가 ? 증가합니다.볼리베어가 착지 시 땅에 균열이 생겨 근처 적 포탑이 ?초 동안 비활성화되며 ?의 물리 피해를 입습니다. 근처 적들은 ?% 둔화했다가 1초에 걸쳐 원래대로 돌아옵니다. 볼리베어 바로 아래에 있는 적들은 ?의 물리 피해를 입습니다."
143,Warwick,19,워윅,Warwick_Passive.png,끝없는 허기,워윅이 기본 공격 시 추가 마법 피해를 입힙니다. 워윅의 체력이 50% 아래로 내려가면 추가 피해량만큼 체력을 회복합니다. 체력이 25% 아래로 내려가면 체력 회복량이 세 배로 증가합니다.,WarwickQ.png,야수의 송곳니,"[6, 6, 6, 6, 6]",50/60/70/80/90,350,누르기: 워윅이 앞으로 도약한 후 대상을 물어 ?+최대 체력의 ?%에 해당하는 마법 피해를 입히고 가한 피해량의 ?%만큼 체력을 회복합니다.길게 누르기: 워윅이 도약한 후 대상을 꽉 물며 뒤로 넘어 갑니다. 꽉 문 동안 워윅은 대상이 이동할 때 같이 이동합니다. 대상을 놓은 후에는 같은 양의 피해를 입히고 체력을 회복합니다.,WarwickW.png,피의 사냥,"[120, 105, 90, 75, 60]",70,4000,기본 지속 효과: 체력이 50% 미만인 챔피언을 감지합니다. 해당 챔피언을 향해 이동할 경우 이동 속도가 ?% 증가하고 해당 챔피언을 공격할 경우 공격 속도가 ?% 증가합니다. 적의 체력이 20% 이하일 경우 이 효과들은 세 배로 증가합니다.사용 시: 잠시 동안 모든 적의 위치를 감지하여 체력과 상관없이 가장 가까이에 있는 적 챔피언에게 8초 동안 이 스킬의 기본 지속 효과를 적용합니다. 챔피언과 전투 중일 때는 이 스킬을 사용할 수 없습니다.,WarwickE.png,원시의 포효,"[15, 14, 13, 12, 11]",40,375,2.5초 동안 워윅이 입는 피해가 ?% 감소합니다. 지속시간이 종료되면 워윅이 포효하며 근처의 모든 적을 ?초 동안 공포에 빠뜨립니다. 재사용하면 스킬이 일찍 종료됩니다.,WarwickR.png,무한의 구속,"[110, 90, 70]",100,25000,워윅이 이동 속도에 비례하는 먼 거리를 도약하여 첫 번째로 부딪힌 적 챔피언을 ?초 동안 제압하며 정신을 집중합니다. 지속시간 동안 해당 챔피언을 3회 공격해 %i:OnHit% 적중 시 효과를 적용하고 ?의 마법 피해를 입힙니다. 워윅은 정신을 집중하면서 가한 모든 피해량의 100%만큼 체력을 회복합니다.
144,Xayah,498,자야,Xayah_Passive.png,관통상,스킬 사용 후 다음 기본 공격이 경로에 있는 적을 모두 관통하고 깃털을 남깁니다.,XayahQ.png,깃털 연타,"[10, 9, 8, 7, 6]",50,400,자야가 연타 공격을 가해 ?의 물리 피해를 입히고 깃털 두 개를 남깁니다. 두 번째 대상부터는 단검 하나당 ?의 피해를 입힙니다.,XayahW.png,죽음의 깃,"[20, 19, 18, 17, 16]",60/55/50/45/40,1000,자야가 ?초 동안 칼날 폭풍을 일으켜 공격 속도가 ?% 상승하고 기본 공격 시 두 번째 칼날을 날려 ?%의 피해를 입힙니다.두 번째 칼날이 챔피언에게 적중하면 ?초 동안 자야의 이동 속도가 ?% 상승합니다.라칸이 근처에 있으면 함께 이 스킬의 효과를 받습니다. 단 자야가 대상을 공격해야 라칸의 이동 속도가 상승합니다.,XayahE.png,깃부르미,"[10, 9.5, 9, 8.5, 8]",30,2000,자야가 모든 깃털을 불러들여 각 깃털로 ?의 물리 피해를 입힙니다. 피해량은 ? 증가합니다. 적이 ?개 이상의 깃털에 맞으면 ?초 동안 속박됩니다.,XayahR.png,저항의 비상,"[140, 120, 100]",100,450,자야가 공중으로 도약해 1.5초 동안 대상으로 지정할 수 없는 유체화 상태가 된 후 원뿔 모양으로 공격을 가해 ?의 물리 피해를 입히고 일렬로 깃털을 남깁니다.
